合约名称,商品编号,商品名称,货币编号,货币名称,账面跳点价值,最小变动单位,商品类型,市场编号,市场名称,昨日结算,合约年月,进价单位,商品ID,交易所商品代码,合约到期日,最后交易日,最大下单量,合约大小,首次通知日,期货商品ID,期货合约,执行价,现货商品ID,期权类型,警示通知日,电子交易截至日,最小变动单位2,最小变动单位转换点,期货商品,现货商品
马棕油2403,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3969,202403,1,154,  ,2024/3/15,2024/3/15,1000,25,2024/3/15,0,,0,0,,2024/3/8,2024/3/13,0,0,,
马棕油2404,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3904,202404,1,154,  ,2024/4/15,2024/4/15,1000,25,2024/4/15,0,,0,0,,2024/4/8,2024/4/11,0,0,,
马棕油2405,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3853,202405,1,154,  ,2024/5/15,2024/5/15,1000,25,2024/5/15,0,,0,0,,2024/5/8,2024/5/13,0,0,,
马棕油2406,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3794,202406,1,154,  ,2024/6/14,2024/6/14,1000,25,2024/6/14,0,,0,0,,2024/6/7,2024/6/12,0,0,,
马棕油2407,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3736,202407,1,154,  ,2024/7/15,2024/7/15,1000,25,2024/7/15,0,,0,0,,2024/7/8,2024/7/11,0,0,,
马棕油2408,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3689,202408,1,154,  ,2024/8/15,2024/8/15,1000,25,2024/8/15,0,,0,0,,2024/8/8,2024/8/13,0,0,,
马棕油2409,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3647,202409,1,154,  ,2024/9/13,2024/9/13,1000,25,2024/9/13,0,,0,0,,2024/9/6,2024/9/11,0,0,,
马棕油2410,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3624,202410,1,154,  ,2024/10/15,2024/10/15,1000,25,2024/10/15,0,,0,0,,2024/10/8,2024/10/11,0,0,,
马棕油2411,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3614,202411,1,154,  ,2024/11/15,2024/11/15,1000,25,2024/11/15,0,,0,0,,2024/11/8,2024/11/13,0,0,,
马棕油2412,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3619,202412,1,154,  ,2024/12/13,2024/12/13,1000,25,2024/12/13,0,,0,0,,2024/12/6,2024/12/11,0,0,,
马棕油2501,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3627,202512,1,154,  ,2025/12/31,2025/12/31,1000,25,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
马棕油2502,FCPO,马棕油,MYR,马币,25,1,F,BMD,BMD,3642,202512,1,154,  ,2025/12/31,2025/12/31,1000,25,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
富时吉隆坡指数2402,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,1552,202402,10,323,  ,2024/2/29,2024/2/29,0,50,2024/2/29,0,,0,0,,2024/2/22,2024/2/27,0,0,,
富时吉隆坡指数2403,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,1534.5,202403,10,323,  ,2024/3/29,2024/3/29,0,50,2024/3/29,0,,0,0,,2024/3/22,2024/3/27,0,0,,
富时吉隆坡指数2404,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,0,202404,10,323,  ,2024/4/30,2024/4/30,0,50,2024/4/30,0,,0,0,,2024/4/23,2024/4/26,0,0,,
富时吉隆坡指数2405,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,0,202405,10,323,  ,2024/5/31,2024/5/31,0,50,2024/5/31,0,,0,0,,2024/5/24,2024/5/29,0,0,,
富时吉隆坡指数2406,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,1540.5,202406,10,323,  ,2024/6/28,2024/6/28,0,50,2024/6/28,0,,0,0,,2024/6/21,2024/6/26,0,0,,
富时吉隆坡指数2407,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,0,202407,10,323,  ,2024/7/31,2024/7/31,0,50,2024/7/31,0,,0,0,,2024/7/24,2024/7/29,0,0,,
富时吉隆坡指数2408,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,0,202408,10,323,  ,2024/8/30,2024/8/30,0,50,2024/8/30,0,,0,0,,2024/8/23,2024/8/28,0,0,,
富时吉隆坡指数2409,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,1529,202409,10,323,  ,2024/9/30,2024/9/30,0,50,2024/9/30,0,,0,0,,2024/9/23,2024/9/26,0,0,,
富时吉隆坡指数2410,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,0,202410,10,323,  ,2024/10/30,2024/10/30,0,50,2024/10/30,0,,0,0,,2024/10/23,2024/10/28,0,0,,
富时吉隆坡指数2411,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,0,202411,10,323,  ,2024/11/29,2024/11/29,0,50,2024/11/29,0,,0,0,,2024/11/22,2024/11/27,0,0,,
富时吉隆坡指数2412,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,0,202412,10,323,  ,2024/12/31,2024/12/31,0,50,2024/12/31,0,,0,0,,2024/12/24,2024/12/27,0,0,,
富时吉隆坡指数2501,FKLI,富时吉隆坡指数,MYR,马币,25,0.5,F,BMD,BMD,0,202512,10,323,  ,2025/12/31,2025/12/31,0,50,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
棕榈精炼油2405,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,832.5,202403,10,267,  ,2024/3/25,2024/3/25,0,25,2024/3/25,0,,0,0,,2024/3/18,2024/3/21,0,0,,
棕榈精炼油2406,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,832.5,202404,10,267,  ,2024/4/25,2024/4/25,0,25,2024/4/25,0,,0,0,,2024/4/18,2024/4/23,0,0,,
棕榈精炼油2407,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,832.5,202405,10,267,  ,2024/5/24,2024/5/24,0,25,2024/5/24,0,,0,0,,2024/5/17,2024/5/22,0,0,,
棕榈精炼油2408,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,832.5,202406,10,267,  ,2024/6/25,2024/6/25,0,25,2024/6/25,0,,0,0,,2024/6/18,2024/6/21,0,0,,
棕榈精炼油2409,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,832.5,202407,10,267,  ,2024/7/25,2024/7/25,0,25,2024/7/25,0,,0,0,,2024/7/18,2024/7/23,0,0,,
棕榈精炼油2410,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,832.5,202408,10,267,  ,2024/8/23,2024/8/23,0,25,2024/8/23,0,,0,0,,2024/8/16,2024/8/21,0,0,,
棕榈精炼油2411,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,832.5,202409,10,267,  ,2024/9/25,2024/9/25,0,25,2024/9/25,0,,0,0,,2024/9/18,2024/9/23,0,0,,
棕榈精炼油2412,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,0,202410,10,267,  ,2024/10/25,2024/10/25,0,25,2024/10/25,0,,0,0,,2024/10/18,2024/10/23,0,0,,
棕榈精炼油2501,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,832.5,202411,10,267,  ,2024/11/25,2024/11/25,0,25,2024/11/25,0,,0,0,,2024/11/18,2024/11/21,0,0,,
棕榈精炼油2502,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,0,202412,10,267,  ,2024/12/24,2024/12/24,0,25,2024/12/24,0,,0,0,,2024/12/17,2024/12/20,0,0,,
棕榈精炼油2503,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,832.5,202512,10,267,  ,2025/12/31,2025/12/31,0,25,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
棕榈精炼油2504,FPOL,棕榈精炼油,USD,美元,12.5,0.5,F,BMD,BMD,0,202512,10,267,  ,2025/12/31,2025/12/31,0,25,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
VIX波动指数2403,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,14.43,202403,100,381,  ,2024/3/20,2024/3/19,0,1000,2024/3/19,0,,0,0,,2024/3/12,2024/3/15,0,0,,
VIX波动指数2404,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,15.4,202404,100,381,  ,2024/4/17,2024/4/16,0,1000,2024/4/16,0,,0,0,,2024/4/9,2024/4/12,0,0,,
VIX波动指数2405,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,16.05,202405,100,381,  ,2024/5/22,2024/5/21,0,1000,2024/5/21,0,,0,0,,2024/5/14,2024/5/17,0,0,,
VIX波动指数2406,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,16.5,202406,100,381,  ,2024/6/19,2024/6/18,0,1000,2024/6/18,0,,0,0,,2024/6/11,2024/6/14,0,0,,
VIX波动指数2407,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,17.07,202407,100,381,  ,2024/7/17,2024/7/16,0,1000,2024/7/16,0,,0,0,,2024/7/9,2024/7/12,0,0,,
VIX波动指数2408,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,17.35,202408,100,381,  ,2024/8/21,2024/8/20,0,1000,2024/8/20,0,,0,0,,2024/8/13,2024/8/16,0,0,,
VIX波动指数2409,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,17.79,202409,100,381,  ,2024/9/18,2024/9/17,0,1000,2024/9/17,0,,0,0,,2024/9/10,2024/9/13,0,0,,
VIX波动指数2410,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,20.3,202410,100,381,  ,2024/10/16,2024/10/15,0,1000,2024/10/15,0,,0,0,,2024/10/8,2024/10/11,0,0,,
VIX波动指数2411,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,19.1,202411,100,381,  ,2024/11/20,2024/11/19,0,1000,2024/11/19,0,,0,0,,2024/11/12,2024/11/15,0,0,,
VIX波动指数2412,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,0,202412,100,381,  ,2024/12/18,2024/12/17,0,1000,2024/12/17,0,,0,0,,2024/12/10,2024/12/13,0,0,,
VIX波动指数2501,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,0,202512,100,381,  ,2025/12/31,2025/12/31,0,1000,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
VIX波动指数2502,VX,VIX波动指数,USD,美元,50,0.05,F,CBOE,CBOE,0,202512,100,381,  ,2025/12/31,2025/12/31,0,1000,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
迷你VIX波动指数2403,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,14.43,202403,100,1150,  ,2024/3/20,2024/3/19,0,100,2024/3/19,0,,0,0,,2024/3/12,2024/3/15,0,0,,
迷你VIX波动指数2404,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,15.4,202404,100,1150,  ,2024/4/17,2024/4/16,0,100,2024/4/16,0,,0,0,,2024/4/9,2024/4/12,0,0,,
迷你VIX波动指数2405,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,16.05,202405,100,1150,  ,2024/5/22,2024/5/21,0,100,2024/5/21,0,,0,0,,2024/5/14,2024/5/17,0,0,,
迷你VIX波动指数2406,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,16.5,202406,100,1150,  ,2024/6/19,2024/6/18,0,100,2024/6/18,0,,0,0,,2024/6/11,2024/6/14,0,0,,
迷你VIX波动指数2407,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,17.07,202407,100,1150,  ,2024/7/17,2024/7/16,0,100,2024/7/16,0,,0,0,,2024/7/9,2024/7/12,0,0,,
迷你VIX波动指数2408,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,17.35,202408,100,1150,  ,2024/8/21,2024/8/20,0,100,2024/8/20,0,,0,0,,2024/8/13,2024/8/16,0,0,,
迷你VIX波动指数2409,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,0,202409,100,1150,  ,2024/9/18,2024/9/17,0,100,2024/9/17,0,,0,0,,2024/9/10,2024/9/13,0,0,,
迷你VIX波动指数2410,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,0,202410,100,1150,  ,2024/10/16,2024/10/15,0,100,2024/10/15,0,,0,0,,2024/10/8,2024/10/11,0,0,,
迷你VIX波动指数2411,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,0,202411,100,1150,  ,2024/11/20,2024/11/19,0,100,2024/11/19,0,,0,0,,2024/11/12,2024/11/15,0,0,,
迷你VIX波动指数2412,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,0,202412,100,1150,  ,2024/12/18,2024/12/17,0,100,2024/12/17,0,,0,0,,2024/12/10,2024/12/13,0,0,,
迷你VIX波动指数2501,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,0,202512,100,1150,  ,2025/12/31,2025/12/31,0,100,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
迷你VIX波动指数2502,VXM,迷你VIX波动指数,USD,美元,1,0.01,F,CBOE,CBOE,0,202512,100,1150,  ,2025/12/31,2025/12/31,0,100,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
中金-中证500指数2403,ZJ-IC,上证500,RMB,人民币,40,0.2,F,CFFEX,CFFEX,5175.6,202403,10,370,  ,2024/3/15,2024/3/15,0,1000,2024/3/15,0,,0,0,,2024/3/8,2024/3/15,0,0,,
中金-中证500指数2406,ZJ-IC,上证500,RMB,人民币,40,0.2,F,CFFEX,CFFEX,5095.4,202406,10,370,  ,2024/6/21,2024/6/21,0,1000,2024/6/21,0,,0,0,,2024/6/14,2024/6/21,0,0,,
中金-中证500指数2409,ZJ-IC,上证500,RMB,人民币,40,0.2,F,CFFEX,CFFEX,5028.6,202409,10,370,  ,2024/9/20,2024/9/20,0,1000,2024/9/20,0,,0,0,,2024/9/13,2024/9/20,0,0,,
中金-沪深300指数2403,ZJ-IF,IF沪深300,RMB,人民币,60,0.2,F,CFFEX,CFFEX,3489,202403,10,295,  ,2024/3/15,2024/3/15,50,300,2024/3/15,0,,0,0,,2024/3/8,2024/3/15,0,0,,
中金-沪深300指数2406,ZJ-IF,IF沪深300,RMB,人民币,60,0.2,F,CFFEX,CFFEX,3470.4,202406,10,295,  ,2024/6/21,2024/6/21,50,300,2024/6/21,0,,0,0,,2024/6/14,2024/6/21,0,0,,
中金-沪深300指数2409,ZJ-IF,IF沪深300,RMB,人民币,60,0.2,F,CFFEX,CFFEX,3434.8,202409,10,295,  ,2024/9/20,2024/9/20,50,300,2024/9/20,0,,0,0,,2024/9/13,2024/9/20,0,0,,
中金-上证50指数2403,ZJ-IH,上证50,RMB,人民币,60,0.2,F,CFFEX,CFFEX,2436.2,202403,10,369,  ,2024/3/15,2024/3/15,0,1500,2024/3/15,0,,0,0,,2024/3/8,2024/3/15,0,0,,
中金-上证50指数2406,ZJ-IH,上证50,RMB,人民币,60,0.2,F,CFFEX,CFFEX,2421.2,202406,10,369,  ,2024/6/21,2024/6/21,0,1500,2024/6/21,0,,0,0,,2024/6/14,2024/6/21,0,0,,
中金-上证50指数2409,ZJ-IH,上证50,RMB,人民币,60,0.2,F,CFFEX,CFFEX,2392.6,202409,10,369,  ,2024/9/20,2024/9/20,0,1500,2024/9/20,0,,0,0,,2024/9/13,2024/9/20,0,0,,
中金-中证1000股指期货2403,ZJ-IM,中证1000股指期货,RMB,人民币,40,0.2,F,CFFEX,CFFEX,5191.4,202403,10,1099,  ,2024/3/15,2024/3/15,50,5,2024/3/15,0,,0,0,,2024/3/8,2024/3/15,0,0,,
中金-中证1000股指期货2406,ZJ-IM,中证1000股指期货,RMB,人民币,40,0.2,F,CFFEX,CFFEX,5075.4,202406,10,1099,  ,2024/6/21,2024/6/21,50,5,2024/6/21,0,,0,0,,2024/6/14,2024/6/21,0,0,,
中金-中证1000股指期货2409,ZJ-IM,中证1000股指期货,RMB,人民币,40,0.2,F,CFFEX,CFFEX,4982.6,202409,10,1099,  ,2024/9/20,2024/9/20,50,5,2024/9/20,0,,0,0,,2024/9/13,2024/9/20,0,0,,
中金-10年期国债2403,ZJ-T,中金-10年国债,RMB,人民币,50,0.005,F,CFFEX,CFFEX,103.65,202403,1000,362,  ,2024/3/8,2024/3/8,50,0,2024/3/8,0,,0,0,,2024/3/1,2024/3/8,0,0,,
中金-10年期国债2406,ZJ-T,中金-10年国债,RMB,人民币,50,0.005,F,CFFEX,CFFEX,103.805,202406,1000,362,  ,2024/6/14,2024/6/14,50,0,2024/6/14,0,,0,0,,2024/6/7,2024/6/14,0,0,,
中金-10年期国债2409,ZJ-T,中金-10年国债,RMB,人民币,50,0.005,F,CFFEX,CFFEX,103.805,202409,1000,362,  ,2024/9/13,2024/9/13,50,0,2024/9/13,0,,0,0,,2024/9/6,2024/9/13,0,0,,
中金-30年国债期货2403,ZJ-TL,中金-30年期国债期货,RMB,人民币,100,0.01,F,CFFEX,CFFEX,105.95,202403,100,1125,  ,2024/3/8,2024/3/8,50,5,2024/3/8,0,,0,0,,2024/3/1,2024/3/8,0,0,,
中金-30年国债期货2406,ZJ-TL,中金-30年期国债期货,RMB,人民币,100,0.01,F,CFFEX,CFFEX,105.74,202406,100,1125,  ,2024/6/14,2024/6/14,50,5,2024/6/14,0,,0,0,,2024/6/7,2024/6/14,0,0,,
中金-30年国债期货2409,ZJ-TL,中金-30年期国债期货,RMB,人民币,100,0.01,F,CFFEX,CFFEX,105.74,202409,100,1125,  ,2024/9/13,2024/9/13,50,5,2024/9/13,0,,0,0,,2024/9/6,2024/9/13,0,0,,
中金-2年期国债2403,ZJ-TS,中金-2年国债,RMB,人民币,100,0.005,F,CFFEX,CFFEX,101.378,202403,1000,556,  ,2024/3/8,2024/3/8,50,5,2024/3/8,0,,0,0, ,2024/3/1,2024/3/8,0,0,,
中金-2年期国债2406,ZJ-TS,中金-2年国债,RMB,人民币,100,0.005,F,CFFEX,CFFEX,101.562,202406,1000,556,  ,2024/6/14,2024/6/14,50,5,2024/6/14,0,,0,0, ,2024/6/7,2024/6/14,0,0,,
中金-2年期国债2409,ZJ-TS,中金-2年国债,RMB,人民币,100,0.005,F,CFFEX,CFFEX,101.58,202409,1000,556,  ,2024/9/13,2024/9/13,50,5,2024/9/13,0,,0,0, ,2024/9/6,2024/9/13,0,0,,
微型10年国债收益2402,10Y,微型10年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,4.259,202402,1000,1066,  ,2024/2/29,2024/2/29,0,1000,2024/2/29,0,,0,0,,2024/2/22,2024/2/29,0,0,,
微型10年国债收益2403,10Y,微型10年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,4.255,202403,1000,1066,  ,2024/3/28,2024/3/28,0,1000,2024/3/28,0,,0,0,,2024/3/21,2024/3/28,0,0,,
微型10年国债收益2404,10Y,微型10年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202404,1000,1066,  ,2024/4/30,2024/4/30,0,1000,2024/4/30,0,,0,0,,2024/4/23,2024/4/30,0,0,,
微型10年国债收益2405,10Y,微型10年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1066,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型10年国债收益2406,10Y,微型10年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1066,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型10年国债收益2407,10Y,微型10年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1066,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型10年国债收益2408,10Y,微型10年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1066,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型10年国债收益2409,10Y,微型10年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1066,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型10年国债收益2410,10Y,微型10年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1066,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型10年国债收益2411,10Y,微型10年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1066,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型10年国债收益2501,10Y,微型10年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202512,1000,1066,  ,2025/12/31,2025/12/31,0,1000,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
微型2年国债收益2402,2YY,微型2年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,4.654,202402,1000,1063,  ,2024/2/29,2024/2/29,0,1000,2024/2/29,0,,0,0,,2024/2/22,2024/2/29,0,0,,
微型2年国债收益2403,2YY,微型2年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,4.528,202403,1000,1063,  ,2024/3/28,2024/3/28,0,1000,2024/3/28,0,,0,0,,2024/3/21,2024/3/28,0,0,,
微型2年国债收益2404,2YY,微型2年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202404,1000,1063,  ,2024/4/30,2024/4/30,0,1000,2024/4/30,0,,0,0,,2024/4/23,2024/4/30,0,0,,
微型2年国债收益2405,2YY,微型2年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1063,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型2年国债收益2406,2YY,微型2年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1063,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型2年国债收益2407,2YY,微型2年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1063,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型2年国债收益2408,2YY,微型2年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1063,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型2年国债收益2409,2YY,微型2年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1063,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型2年国债收益2410,2YY,微型2年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1063,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型2年国债收益2411,2YY,微型2年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1063,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型2年国债收益2501,2YY,微型2年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202512,1000,1063,  ,2025/12/31,2025/12/31,0,1000,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
微型30年国债收益2402,30Y,微型30年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,4.4,202402,1000,1067,  ,2024/2/29,2024/2/29,0,1000,2024/2/29,0,,0,0,,2024/2/22,2024/2/29,0,0,,
微型30年国债收益2403,30Y,微型30年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,4.404,202403,1000,1067,  ,2024/3/28,2024/3/28,0,1000,2024/3/28,0,,0,0,,2024/3/21,2024/3/28,0,0,,
微型30年国债收益2404,30Y,微型30年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202404,1000,1067,  ,2024/4/30,2024/4/30,0,1000,2024/4/30,0,,0,0,,2024/4/23,2024/4/30,0,0,,
微型30年国债收益2405,30Y,微型30年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1067,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型30年国债收益2406,30Y,微型30年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1067,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型30年国债收益2407,30Y,微型30年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1067,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型30年国债收益2408,30Y,微型30年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1067,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型30年国债收益2409,30Y,微型30年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1067,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型30年国债收益2410,30Y,微型30年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1067,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型30年国债收益2411,30Y,微型30年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202412,1000,1067,  ,2024/12/31,2024/12/31,0,1000,2024/12/31,0,,0,0,,2024/12/31,2024/12/31,0,0,,
微型30年国债收益2501,30Y,微型30年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202512,1000,1067,  ,2025/12/31,2025/12/31,0,1000,2025/12/31,0,,0,0,,2025/12/31,2025/12/31,0,0,,
微型5年国债收益2402,5YY,微型5年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,4.6,202402,1000,1065,  ,2024/2/29,2024/2/29,0,1000,2024/2/29,0,,0,0,,2024/2/22,2024/2/29,0,0,,
微型5年国债收益2403,5YY,微型5年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,4.647,202403,1000,1065,  ,2024/3/28,2024/3/28,0,1000,2024/3/28,0,,0,0,,2024/3/21,2024/3/28,0,0,,
微型5年国债收益2404,5YY,微型5年国债收益,USD,美元,1,0.001,F,CME_CBT,CME_CBT,0,202404,1000,1065,  ,2024/4/30,2024/4/30,0,1000,2024/4/30,0,,0,0,,2024/4/23,2024/4/30,0,0,,
